formatted_address,latitude,longitude,google_place_id,input_string,response
Dubai - United Arab Emirates,25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,"Al-Dzahiyyah Al-Jadeedah ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.3585607, 'lng': 55.5650393}, 'southwest': {'lat': 24.7921359, 'lng': 54.89045429999999}}, 'location': {'lat': 25.2048493, 'lng': 55.2707828}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.3585607, 'lng': 55.5650393}, 'southwest': {'lat': 24.7921359, 'lng': 54.89045429999999}}}, 'partial_match': True, 'place_id': 'ChIJRcbZaklDXz4RYlEphFBu5r0', 'types': ['locality', 'political']}], 'status': 'OK'}"
17 3B Street - Umm Ramool - Dubai - United Arab Emirates,25.2271961,55.3618108,ChIJO_TGroNdXz4RW-dUOnfE2c0,"Al-Baloosh ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': '3B Street', 'short_name': '3B Street', 'types': ['route']}, {'long_name': 'Umm Ramool', 'short_name': 'Umm Ramool', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '17 3B Street - Umm Ramool - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.2271961, 'lng': 55.3618108}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.2285450802915, 'lng': 55.3631597802915}, 'southwest': {'lat': 25.2258471197085, 'lng': 55.3604618197085}}}, 'partial_match': True, 'place_id': 'ChIJO_TGroNdXz4RW-dUOnfE2c0', 'plus_code': {'compound_code': '69G6+VP Dubai - United Arab Emirates', 'global_code': '7HQQ69G6+VP'}, 'types': ['establishment', 'general_contractor', 'point_of_interest']}], 'status': 'OK'}"
Dubai - United Arab Emirates,25.2048493,55.2707828,ChIJRcbZaklDXz4RYlEphFBu5r0,"Muashrah Al Bahraana ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.3585607, 'lng': 55.5650393}, 'southwest': {'lat': 24.7921359, 'lng': 54.89045429999999}}, 'location': {'lat': 25.2048493, 'lng': 55.2707828}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.3585607, 'lng': 55.5650393}, 'southwest': {'lat': 24.7921359, 'lng': 54.89045429999999}}}, 'partial_match': True, 'place_id': 'ChIJRcbZaklDXz4RYlEphFBu5r0', 'types': ['locality', 'political']}], 'status': 'OK'}"
3rd St - Dubai - United Arab Emirates,25.0921296,55.1707232,ChIJW_mB4JhsXz4RMegq0hjT274,"Al Barsha Third ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '3rd Street', 'short_name': '3rd St', 'types': ['route']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '3rd St - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.0941481, 'lng': 55.1731144}, 'southwest': {'lat': 25.065841, 'lng': 55.1558645}}, 'location': {'lat': 25.0921296, 'lng': 55.1707232}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.0941481, 'lng': 55.1731144}, 'southwest': {'lat': 25.065841, 'lng': 55.1558645}}}, 'place_id': 'ChIJW_mB4JhsXz4RMegq0hjT274', 'types': ['route']}], 'status': 'OK'}"
Dubai - Al WarqaAl Warqa 2 - Dubai - United Arab Emirates,25.2070628,55.4066619,ChIJ5eB0lstgXz4R30CEfMD4qU4,"Al Warqa Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Al Warqa 2', 'short_name': 'Al Warqa 2', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Warqa', 'short_name': 'Al Warqa', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Dubai - Al WarqaAl Warqa 2 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.2070628, 'lng': 55.4066619}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.2084117802915, 'lng': 55.4080108802915}, 'southwest': {'lat': 25.2057138197085, 'lng': 55.4053129197085}}}, 'place_id': 'ChIJ5eB0lstgXz4R30CEfMD4qU4', 'plus_code': {'compound_code': '6C44+RM Dubai - United Arab Emirates', 'global_code': '7HQQ6C44+RM'}, 'types': ['establishment', 'gym', 'health', 'point_of_interest']}], 'status': 'OK'}"
DeiraAl Rigga - Dubai - United Arab Emirates,25.2675792,55.3129667,ChIJ9wUnw8xcXz4RmOMJPxUb2Qs,"Al Rega ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Rigga', 'short_name': 'Al Rigga', 'types': ['neighborhood', 'political']}, {'long_name': 'Deira', 'short_name': 'Deira', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'DeiraAl Rigga - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.2700019, 'lng': 55.3161406}, 'southwest': {'lat': 25.2628802, 'lng': 55.30342700000001}}, 'location': {'lat': 25.2675792, 'lng': 55.3129667}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.2700019, 'lng': 55.3161406}, 'southwest': {'lat': 25.2628802, 'lng': 55.30342700000001}}}, 'place_id': 'ChIJ9wUnw8xcXz4RmOMJPxUb2Qs', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
"Jumeirah Beach Road, Umm Suqeim 1 - Umm SuqeimUmm Suqeim 1 - Dubai - United Arab Emirates",25.1668885,55.2142263,ChIJLVz6jxBqXz4RSdPRnk1Gevk,"Um Suqaim First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Umm Suqeim 1', 'short_name': 'Umm Suqeim 1', 'types': ['neighborhood', 'political']}, {'long_name': 'Umm Suqeim', 'short_name': 'Umm Suqeim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Jumeirah Beach Road, Umm Suqeim 1 - Umm SuqeimUmm Suqeim 1 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.1668885, 'lng': 55.2142263}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.1682374802915, 'lng': 55.2155752802915}, 'southwest': {'lat': 25.1655395197085, 'lng': 55.2128773197085}}}, 'partial_match': True, 'place_id': 'ChIJLVz6jxBqXz4RSdPRnk1Gevk', 'plus_code': {'compound_code': '5687+QM Dubai - United Arab Emirates', 'global_code': '7HQQ5687+QM'}, 'types': ['establishment', 'finance', 'point_of_interest']}], 'status': 'OK'}"
Al Barsha 2 Street - Al BarshaAl Barsha 2 - Dubai - United Arab Emirates,25.1028989,55.2061409,ChIJB46TBfNrXz4RwGpSDoTXFJ8,"Al Barsha Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Barsha 2 Street', 'short_name': 'Al Barsha 2 Street', 'types': ['route']}, {'long_name': 'Al Barsha 2', 'short_name': 'Al Barsha 2', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Barsha', 'short_name': 'Al Barsha', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Barsha 2 Street - Al BarshaAl Barsha 2 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1045659, 'lng': 55.2064166}, 'southwest': {'lat': 25.1008958, 'lng': 55.2058988}}, 'location': {'lat': 25.1028989, 'lng': 55.20614089999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.1045659, 'lng': 55.20750668029149}, 'southwest': {'lat': 25.1008958, 'lng': 55.2048087197085}}}, 'place_id': 'ChIJB46TBfNrXz4RwGpSDoTXFJ8', 'types': ['route']}], 'status': 'OK'}"
Al Sufouh - Dubai - United Arab Emirates,25.1133927,55.1762197,ChIJYULiGGtrXz4R3ZbnNEoNd9Y,"Al Safouh First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Sufouh', 'short_name': 'Al Sufouh', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Sufouh - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1329727, 'lng': 55.2004993}, 'southwest': {'lat': 25.0877755, 'lng': 55.14922139999999}}, 'location': {'lat': 25.1133927, 'lng': 55.1762197}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1329727, 'lng': 55.2004993}, 'southwest': {'lat': 25.0877755, 'lng': 55.14922139999999}}}, 'place_id': 'ChIJYULiGGtrXz4R3ZbnNEoNd9Y', 'types': ['political', 'sublocality', 'sublocality_level_1']}], 'status': 'OK'}"
Al TwarAl Twar 3 - Dubai - United Arab Emirates,25.251822,55.3945655,ChIJibEz7d1dXz4RuTfiGbgz-Gs,"Al Twar Third ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Twar 3', 'short_name': 'Al Twar 3', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Twar', 'short_name': 'Al Twar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al TwarAl Twar 3 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.2603415, 'lng': 55.4044301}, 'southwest': {'lat': 25.2404521, 'lng': 55.3875725}}, 'location': {'lat': 25.251822, 'lng': 55.3945655}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.2603415, 'lng': 55.4044301}, 'southwest': {'lat': 25.2404521, 'lng': 55.3875725}}}, 'place_id': 'ChIJibEz7d1dXz4RuTfiGbgz-Gs', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
79 Al Nahda St - Al QusaisAl Qusais 1 - Dubai - United Arab Emirates,25.27442,55.3686621,ChIJlf4vv1pcXz4RThAcSL_5wKo,"Al Qusais First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '79', 'short_name': '79', 'types': ['street_number']}, {'long_name': 'Al Nahda Street', 'short_name': 'Al Nahda St', 'types': ['route']}, {'long_name': 'Al Qusais 1', 'short_name': 'Al Qusais 1', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Qusais', 'short_name': 'Al Qusais', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'First', 'short_name': 'First', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '79 Al Nahda St - Al QusaisAl Qusais 1 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.27442, 'lng': 55.36866209999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.2757689802915, 'lng': 55.3700110802915}, 'southwest': {'lat': 25.2730710197085, 'lng': 55.3673131197085}}}, 'place_id': 'ChIJlf4vv1pcXz4RThAcSL_5wKo', 'plus_code': {'compound_code': '79F9+QF Dubai - United Arab Emirates', 'global_code': '7HQQ79F9+QF'}, 'types': ['car_repair', 'establishment', 'point_of_interest']}, {'address_components': [{'long_name': 'القصيص منطقة صناعية ١', 'short_name': 'القصيص منطقة صناعية ١', 'types': ['neighborhood', 'political']}, {'long_name': 'القصيص منطقة صناعية', 'short_name': 'القصيص منطقة صناعية', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '8 7th St - Al Qusais Industrial AreaAl - القصيص منطقة صناعيةالقصيص منطقة صناعية ١ - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.2823337, 'lng': 55.38716609999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.28368268029151, 'lng': 55.3885150802915}, 'southwest': {'lat': 25.2809847197085, 'lng': 55.3858171197085}}}, 'place_id': 'ChIJgU-RIsddXz4ROL5Iy5Yq9T4', 'plus_code': {'compound_code': '79JP+WV Dubai - United Arab Emirates', 'global_code': '7HQQ79JP+WV'}, 'types': ['establishment', 'general_contractor', 'point_of_interest']}], 'status': 'OK'}"
Al SafaAl Safa 2 - Dubai - United Arab Emirates,25.1586178,55.2245398,ChIJaVOfZCBqXz4RWfomWSr4UOI,"Al Saffa First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Safa 2', 'short_name': 'Al Safa 2', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Safa', 'short_name': 'Al Safa', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al SafaAl Safa 2 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1693148, 'lng': 55.2342904}, 'southwest': {'lat': 25.1509175, 'lng': 55.2163141}}, 'location': {'lat': 25.1586178, 'lng': 55.2245398}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1693148, 'lng': 55.2342904}, 'southwest': {'lat': 25.1509175, 'lng': 55.2163141}}}, 'partial_match': True, 'place_id': 'ChIJaVOfZCBqXz4RWfomWSr4UOI', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
Umm SuqeimUmm Suqeim 3 - Dubai - United Arab Emirates,25.136651,55.1955445,ChIJIaaMNUxqXz4RBFvZ_Q2JOps,"Um Suqaim Third ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Umm Suqeim 3', 'short_name': 'Umm Suqeim 3', 'types': ['neighborhood', 'political']}, {'long_name': 'Umm Suqeim', 'short_name': 'Umm Suqeim', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Umm SuqeimUmm Suqeim 3 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1474651, 'lng': 55.20446949999999}, 'southwest': {'lat': 25.1279182, 'lng': 55.1837898}}, 'location': {'lat': 25.136651, 'lng': 55.1955445}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1474651, 'lng': 55.20446949999999}, 'southwest': {'lat': 25.1279182, 'lng': 55.1837898}}}, 'place_id': 'ChIJIaaMNUxqXz4RBFvZ_Q2JOps', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
79 Al Nahda St - Al QusaisAl Qusais 1 - Dubai - United Arab Emirates,25.27442,55.3686621,ChIJlf4vv1pcXz4RThAcSL_5wKo,"Al Twar First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': '79', 'short_name': '79', 'types': ['street_number']}, {'long_name': 'Al Nahda Street', 'short_name': 'Al Nahda St', 'types': ['route']}, {'long_name': 'Al Qusais 1', 'short_name': 'Al Qusais 1', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Qusais', 'short_name': 'Al Qusais', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'First', 'short_name': 'First', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': '79 Al Nahda St - Al QusaisAl Qusais 1 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.27442, 'lng': 55.36866209999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.2757689802915, 'lng': 55.3700110802915}, 'southwest': {'lat': 25.2730710197085, 'lng': 55.3673131197085}}}, 'place_id': 'ChIJlf4vv1pcXz4RThAcSL_5wKo', 'plus_code': {'compound_code': '79F9+QF Dubai - United Arab Emirates', 'global_code': '7HQQ79F9+QF'}, 'types': ['car_repair', 'establishment', 'point_of_interest']}], 'status': 'OK'}"
Al Mizhar Second Park - 48 12 A St - Al MizharAl Mizhar 2 - Dubai - United Arab Emirates,25.2378577,55.4581076,ChIJ49DRcXBgXz4RCokVywhMgfM,"Al Mezhar Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Mizhar Second Park', 'short_name': 'Al Mizhar Second Park', 'types': ['establishment', 'park', 'point_of_interest']}, {'long_name': '48', 'short_name': '48', 'types': ['street_number']}, {'long_name': '12 A Street', 'short_name': '12 A St', 'types': ['route']}, {'long_name': 'Al Mizhar 2', 'short_name': 'Al Mizhar 2', 'types': ['neighborhood', 'political']}, {'long_name': 'Al Mizhar', 'short_name': 'Al Mizhar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Mizhar Second Park - 48 12 A St - Al MizharAl Mizhar 2 - Dubai - United Arab Emirates', 'geometry': {'location': {'lat': 25.2378577, 'lng': 55.4581076}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 25.2392066802915, 'lng': 55.4594565802915}, 'southwest': {'lat': 25.2365087197085, 'lng': 55.4567586197085}}}, 'partial_match': True, 'place_id': 'ChIJ49DRcXBgXz4RCokVywhMgfM', 'plus_code': {'compound_code': '6FQ5+46 Dubai - United Arab Emirates', 'global_code': '7HQQ6FQ5+46'}, 'types': ['establishment', 'park', 'point_of_interest']}], 'status': 'OK'}"
Al Mizhar - Dubai - United Arab Emirates,25.2491579,55.4526995,ChIJ9VEPyipeXz4REwWHVoMWXFo,"Al Mezhar First ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Mizhar', 'short_name': 'Al Mizhar', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Mizhar - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.2585026, 'lng': 55.4693829}, 'southwest': {'lat': 25.2290427, 'lng': 55.4243414}}, 'location': {'lat': 25.2491579, 'lng': 55.45269949999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.2585026, 'lng': 55.4693829}, 'southwest': {'lat': 25.2290427, 'lng': 55.4243414}}}, 'partial_match': True, 'place_id': 'ChIJ9VEPyipeXz4REwWHVoMWXFo', 'types': ['political', 'sublocality', 'sublocality_level_1']}], 'status': 'OK'}"
Al Rashidiya - Dubai - United Arab Emirates,25.2244647,55.3890309,ChIJVXl1x1lnXz4RSOU-hBUTmtw,"Al Rashidiya ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Al Rashidiya', 'short_name': 'Al Rashidiya', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Al Rashidiya - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.2358454, 'lng': 55.4044603}, 'southwest': {'lat': 25.2128427, 'lng': 55.3764957}}, 'location': {'lat': 25.2244647, 'lng': 55.38903089999999}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.2358454, 'lng': 55.4044603}, 'southwest': {'lat': 25.2128427, 'lng': 55.3764957}}}, 'place_id': 'ChIJVXl1x1lnXz4RSOU-hBUTmtw', 'types': ['political', 'sublocality', 'sublocality_level_1']}], 'status': 'OK'}"
Naif - Dubai - United Arab Emirates,25.2727524,55.3129667,ChIJr9r0gktDXz4RnDBHdcQ0Urk,"Naif ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Naif', 'short_name': 'Naif', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Naif - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.2768329, 'lng': 55.3158988}, 'southwest': {'lat': 25.2694791, 'lng': 55.30682239999999}}, 'location': {'lat': 25.2727524, 'lng': 55.3129667}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.2768329, 'lng': 55.3158988}, 'southwest': {'lat': 25.2694791, 'lng': 55.30682239999999}}}, 'place_id': 'ChIJr9r0gktDXz4RnDBHdcQ0Urk', 'types': ['political', 'sublocality', 'sublocality_level_1']}], 'status': 'OK'}"
"Sunset Mall, 1st Floor, Shop F25 Road, Jumeira - 3 Jumeirah Beach Road - جميراJumeirah 3 - دبي - United Arab Emirates",25.183856,55.22633,ChIJB1fbBgBCXz4RrAOnTut86ck,"Jumeirah Second ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'دبي', 'short_name': 'دبي', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Jumeirah 3', 'short_name': 'Jumeirah 3', 'types': ['neighborhood', 'political']}, {'long_name': 'جميرا', 'short_name': 'جميرا', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'دبي', 'short_name': 'دبي', 'types': ['locality', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'Sunset Mall, 1st Floor, Shop F25 Road, Jumeira - 3 Jumeirah Beach Road - جميراJumeirah 3 - دبي - United Arab Emirates', 'geometry': {'location': {'lat': 25.183856, 'lng': 55.22633}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 25.1852049802915, 'lng': 55.2276789802915}, 'southwest': {'lat': 25.1825070197085, 'lng': 55.2249810197085}}}, 'place_id': 'ChIJB1fbBgBCXz4RrAOnTut86ck', 'plus_code': {'compound_code': '56MG+GG Dubai - United Arab Emirates', 'global_code': '7HQQ56MG+GG'}, 'types': ['clothing_store', 'establishment', 'point_of_interest', 'store']}], 'status': 'OK'}"
JumeirahJumeirah 3 - Dubai - United Arab Emirates,25.180223,55.2231588,ChIJjfLajf5pXz4ReJbH_O-5YsU,"Jumeirah Third ,  Dubai , United Arab Emirates","{'results': [{'address_components': [{'long_name': 'Jumeirah 3', 'short_name': 'Jumeirah 3', 'types': ['neighborhood', 'political']}, {'long_name': 'Jumeirah', 'short_name': 'Jumeirah', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['locality', 'political']}, {'long_name': 'Dubai', 'short_name': 'Dubai', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'United Arab Emirates', 'short_name': 'AE', 'types': ['country', 'political']}], 'formatted_address': 'JumeirahJumeirah 3 - Dubai - United Arab Emirates', 'geometry': {'bounds': {'northeast': {'lat': 25.1951102, 'lng': 55.24069429999999}, 'southwest': {'lat': 25.135487, 'lng': 55.18282259999999}}, 'location': {'lat': 25.180223, 'lng': 55.2231588}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 25.1951102, 'lng': 55.24069429999999}, 'southwest': {'lat': 25.135487, 'lng': 55.18282259999999}}}, 'place_id': 'ChIJjfLajf5pXz4ReJbH_O-5YsU', 'types': ['neighborhood', 'political']}], 'status': 'OK'}"
